ItemName,ComponentName,ComponentAmount
Ambassador Receiver,Gallos Rods,5
Ambassador Receiver,Morphics,1
Ambassador Receiver,Cryotic,600
Ambassador Stock,Credits,15000
Ambassador Stock,Morphics,5
Ambassador Stock,Ferrite,200
Ambassador Stock,Alloy Plate,1100
Ambassador Stock,Hexenon,10
Acceltra,Credits,25000
Acceltra,Neurodes,4
Acceltra,Hexenon,200
Acceltra,Plastids,925
Acceltra,Nano Spores,8000
Attica,Credits,20000
Attica,Morphics,2
Attica,Ferrite,800
Attica,Rubedo,200
Attica,Forma,1
Komorex,Credits,20000
Komorex,Fieldron,5
Komorex,Ferrite,6200
Komorex,Hexenon,300
Komorex,Forma,1
Astilla,Credits,20000
Astilla,Tellurium,4
Astilla,Plastids,875
Astilla,Oxium,175
Astilla,Ferrite,7500
Strun Wraith,Credits,25000
Strun Wraith,Strun Wraith Barrel,1
Strun Wraith,Strun Wraith Receiver,1
Strun Wraith,Strun Wraith Stock,1
Strun Wraith,Platinum,1
Buzlok,Credits,30000
Buzlok,Detonite Injector,2
Buzlok,Salvage,5000
Buzlok,Circuits,600
Buzlok,Forma,1
Grakata,Credits,25000
Grakata,Neurodes,2
Grakata,Alloy Plate,400
Grakata,Salvage,900
Grakata,Polymer Bundle,100
Soma Prime,Credits,15000
Soma Prime,Soma Prime Barrel,1
Soma Prime,Soma Prime Receiver,1
Soma Prime,Soma Prime Stock,1
Soma Prime,Orokin Cell,10
Baza Prime,Credits,15000
Baza Prime,Baza Prime Barrel,1
Baza Prime,Baza Prime Receiver,1
Baza Prime,Baza Prime Stock,1
Baza Prime,Orokin Cell,10
Astilla Prime,Credits,20000
Astilla Prime,Astilla Prime Barrel,1
Astilla Prime,Astilla Prime Receiver,1
Astilla Prime,Astilla Prime Stock,1
Astilla Prime,Orokin Cell,10
Quellor,Credits,30000
Quellor,Tellurium,4
Quellor,Rubedo,6250
Quellor,Circuits,3600
Quellor,Alloy Plate,15350
Drakgoon,Credits,30000
Drakgoon,Morphics,5
Drakgoon,Alloy Plate,950
Drakgoon,Nano Spores,5500
Drakgoon,Circuits,1100
Zenith,Credits,30000
Zenith,Morphics,4
Zenith,Circuits,450
Zenith,Polymer Bundle,500
Zenith,Salvage,2750
Synapse,Credits,30000
Synapse,Mutagen Mass,5
Synapse,Salvage,30000
Synapse,Circuits,3500
Synapse,Forma,2
Sybaris,Credits,20000
Sybaris,Morphics,2
Sybaris,Salvage,800
Sybaris,Rubedo,200
Sybaris,Forma,1
Hema,Credits,30000
Hema,Mutagen Mass,5
Hema,Salvage,50000
Hema,Circuits,5000
Hema,Forma,1
Braton Prime,Credits,15000
Braton Prime,Braton Prime Barrel,1
Braton Prime,Braton Prime Receiver,1
Braton Prime,Braton Prime Stock,1
Braton Prime,Orokin Cell,10
Boltor Prime,Credits,15000
Boltor Prime,Boltor Prime Barrel,1
Boltor Prime,Boltor Prime Receiver,1
Boltor Prime,Boltor Prime Stock,1
Boltor Prime,Orokin Cell,10
Cernos Prime,Credits,15000
Cernos Prime,Cernos Prime Upper Limb,1
Cernos Prime,Cernos Prime Lower Limb,1
Cernos Prime,Cernos Prime Grip,1
Cernos Prime,Cernos Prime String,1
Zhuge,Credits,20000
Zhuge,Cryotic,2800
Zhuge,Polymer Bundle,900
Zhuge,Nitain Extract,2
Zhuge,Argon Crystal,2
Flux Rifle,Credits,25000
Flux Rifle,Fieldron,5
Flux Rifle,Circuits,900
Flux Rifle,Ferrite,6000
Flux Rifle,Forma,1
Latron Prime,Credits,15000
Latron Prime,Latron Prime Barrel,1
Latron Prime,Latron Prime Receiver,1
Latron Prime,Latron Prime Stock,1
Latron Prime,Orokin Cell,10
Cernos,Credits,15000
Cernos,Gallium,3
Cernos,Plastids,700
Cernos,Polymer Bundle,600
Cernos,Ferrite,1750
Shedu,Credits,30000
Shedu,Shedu Barrel,1
Shedu,Shedu Chassis,1
Shedu,Shedu Handle,1
Shedu,Shedu Receiver,1
Burston,Credits,25000
Burston,Morphics,1
Burston,Polymer Bundle,400
Burston,Alloy Plate,150
Burston,Ferrite,600
Veldt,Credits,20000
Veldt,Morphics,10
Veldt,Cryotic,600
Veldt,Ferrite,7250
Veldt,Forma,1
Harpak,Credits,30000
Harpak,Argon Crystal,2
Harpak,Gallium,5
Harpak,Nano Spores,6000
Harpak,Rubedo,3600
Paris Prime,Credits,15000
Paris Prime,Paris Prime Upper Limb,1
Paris Prime,Paris Prime Lower Limb,1
Paris Prime,Paris Prime Grip,1
Paris Prime,Paris Prime String,1
Amprex,Credits,25000
Amprex,Fieldron,8
Amprex,Plastids,600
Amprex,Ferrite,9000
Amprex,Argon Crystal,3
Tetra,Credits,30000
Tetra,Control Module,2
Tetra,Alloy Plate,400
Tetra,Ferrite,900
Tetra,Polymer Bundle,100
Boar,Credits,15000
Boar,Morphics,6
Boar,Alloy Plate,900
Boar,Salvage,750
Boar,Plastids,900
Paracyst,Credits,30000
Paracyst,Mutagen Mass,5
Paracyst,Nano Spores,15000
Paracyst,Circuits,1200
Paracyst,Forma,1
Javlok,Credits,30000
Javlok,Detonite Injector,5
Javlok,Alloy Plate,10000
Javlok,Nitain Extract,5
Javlok,Javlok Capacitor,6
Cedo,Credits,20000
Cedo,Cedo Barrel,1
Cedo,Cedo Stock,1
Cedo,Cedo Receiver,1
Cedo,Forma,1
Quartakk,Credits,20000
Quartakk,Grokdrul,75
Quartakk,Fersteel Alloy,15
Quartakk,Salvage,12450
Quartakk,Neural Sensors,5
Rubico,Credits,20000
Rubico,Salvage,3800
Rubico,Polymer Bundle,1300
Rubico,Rubedo,900
Rubico,Argon Crystal,2
Grinlok,Credits,30000
Grinlok,Detonite Injector,2
Grinlok,Polymer Bundle,5000
Grinlok,Ferrite,5000
Grinlok,Forma,1
Penta,Credits,25000
Penta,Control Module,3
Penta,Circuits,1000
Penta,Ferrite,1200
Penta,Alloy Plate,400
Tigris Prime,Credits,15000
Tigris Prime,Tigris Prime Barrel,1
Tigris Prime,Tigris Prime Receiver,1
Tigris Prime,Tigris Prime Stock,1
Tigris Prime,Orokin Cell,10
Lenz,Credits,25000
Lenz,Fieldron,10
Lenz,Alloy Plate,8200
Lenz,Cryotic,2400
Lenz,Nitain Extract,3
Vectis Prime,Credits,15000
Vectis Prime,Vectis Prime Barrel,1
Vectis Prime,Vectis Prime Receiver,1
Vectis Prime,Vectis Prime Stock,1
Vectis Prime,Orokin Cell,10
Gorgon,Credits,25000
Gorgon,Morphics,5
Gorgon,Ferrite,5000
Gorgon,Salvage,6000
Gorgon,Circuits,1000
Tonkor,Credits,60000
Tonkor,Salvage,1500
Tonkor,Oxium,200
Tonkor,Cryotic,800
Tonkor,Argon Crystal,2
Dera Vandal,Credits,25000
Dera Vandal,Dera Vandal Barrel,1
Dera Vandal,Dera Vandal Receiver,1
Dera Vandal,Dera Vandal Stock,1
Dera Vandal,Platinum,1
Ignis,Credits,30000
Ignis,Detonite Injector,2
Ignis,Nano Spores,5000
Ignis,Ferrite,5000
Ignis,Forma,1
Carmine Penta,Credits,20000
Carmine Penta,Carmine Penta Barrel,1
Carmine Penta,Carmine Penta Receiver,1
Carmine Penta,Carmine Penta Stock,1
Carmine Penta,Platinum,1
Scourge,Credits,15000
Scourge,Nitain Extract,2
Scourge,Circuits,2500
Scourge,Oxium,350
Scourge,Polymer Bundle,2500
Vectis,Credits,25000
Vectis,Neurodes,4
Vectis,Orokin Cell,4
Vectis,Nano Spores,3000
Vectis,Rubedo,2500
Sporothrix,Credits,20000
Sporothrix,Sporothrix Barrel,1
Sporothrix,Sporothrix Receiver,1
Sporothrix,Sporothrix Stock,1
Sporothrix,Cranial Foremount,2
Glaxion,Credits,20000
Glaxion,Fieldron,1
Glaxion,Circuits,550
Glaxion,Cryotic,2500
Glaxion,Forma,1
Snipetron,Credits,20000
Snipetron,Morphics,5
Snipetron,Plastids,900
Snipetron,Salvage,1200
Snipetron,Alloy Plate,900
Boar Prime,Credits,15000
Boar Prime,Boar Prime Barrel,1
Boar Prime,Boar Prime Receiver,1
Boar Prime,Boar Prime Stock,1
Boar Prime,Orokin Cell,10
Exergis,Credits,20000
Exergis,Argon Crystal,2
Exergis,Repeller Systems,2
Exergis,Oxium,175
Exergis,Salvage,8500
Argonak,Credits,30000
Argonak,Detonite Injector,5
Argonak,Plastids,700
Argonak,Alloy Plate,9950
Argonak,Forma,1
Snipetron Vandal,Credits,25000
Snipetron Vandal,Snipetron Vandal Barrel,1
Snipetron Vandal,Snipetron Vandal Receiver,1
Snipetron Vandal,Snipetron Vandal Stock,1
Snipetron Vandal,Platinum,1
Daikyu,Credits,20000
Daikyu,Neurodes,2
Daikyu,Forma,1
Daikyu,Rubedo,300
Daikyu,Salvage,1200
Stradavar Prime,Credits,20000
Stradavar Prime,Stradavar Prime Barrel,1
Stradavar Prime,Stradavar Prime Receiver,1
Stradavar Prime,Stradavar Prime Stock,1
Stradavar Prime,Orokin Cell,10
Corinth Prime,Credits,20000
Corinth Prime,Corinth Prime Barrel,1
Corinth Prime,Corinth Prime Receiver,1
Corinth Prime,Corinth Prime Stock,1
Corinth Prime,Orokin Cell,10
Sybaris Prime,Credits,15000
Sybaris Prime,Sybaris Prime Barrel,1
Sybaris Prime,Sybaris Prime Receiver,1
Sybaris Prime,Sybaris Prime Stock,1
Sybaris Prime,Orokin Cell,10
Kohm,Credits,20000
Kohm,Salvage,2500
Kohm,Oxium,500
Kohm,Cryotic,500
Kohm,Argon Crystal,2
Tigris,Credits,25000
Tigris,Orokin Cell,3
Tigris,Circuits,900
Tigris,Salvage,1200
Tigris,Rubedo,1200
Arca Plasmor,Credits,25000
Arca Plasmor,Fieldron,5
Arca Plasmor,Control Module,25
Arca Plasmor,Cryotic,925
Arca Plasmor,Forma,1
Torid,Credits,30000
Torid,Mutagen Mass,2
Torid,Salvage,4500
Torid,Circuits,600
Torid,Forma,1
Convectrix,Credits,30000
Convectrix,Fieldron,5
Convectrix,Control Module,10
Convectrix,Oxium,900
Convectrix,Forma,1
Proboscis Cernos,Credits,15000
Proboscis Cernos,Mutalist Cernos,1
Proboscis Cernos,Polymer Bundle,1600
Proboscis Cernos,Nitain Extract,5
Proboscis Cernos,Nano Spores,25000
Tenora Prime,Credits,20000
Tenora Prime,Tenora Prime Barrel,1
Tenora Prime,Tenora Prime Receiver,1
Tenora Prime,Tenora Prime Stock,1
Tenora Prime,Orokin Cell,10
Karak Wraith,Credits,25000
Karak Wraith,Karak Wraith Barrel,1
Karak Wraith,Karak Wraith Receiver,1
Karak Wraith,Karak Wraith Stock,1
Karak Wraith,Platinum,1
Dread,Credits,15000
Dread,Morphics,6
Dread,Circuits,900
Dread,Polymer Bundle,750
Dread,Plastids,900
Mutalist Quanta,Credits,30000
Mutalist Quanta,Mutagen Mass,5
Mutalist Quanta,Nano Spores,15000
Mutalist Quanta,Circuits,1200
Mutalist Quanta,Forma,1
Corinth,Credits,20000
Corinth,Nitain Extract,2
Corinth,Alloy Plate,13000
Corinth,Gallium,6
Corinth,Cryotic,725
Panthera Prime,Credits,20000
Panthera Prime,Panthera Prime Barrel,1
Panthera Prime,Panthera Prime Receiver,1
Panthera Prime,Panthera Prime Stock,1
Panthera Prime,Orokin Cell,10
Tiberon Prime,Credits,20000
Tiberon Prime,Tiberon Prime Barrel,1
Tiberon Prime,Tiberon Prime Receiver,1
Tiberon Prime,Tiberon Prime Stock,1
Tiberon Prime,Orokin Cell,10
Stradavar,Credits,20000
Stradavar,Ferrite,15000
Stradavar,Polymer Bundle,8000
Stradavar,Neural Sensors,3
Stradavar,Argon Crystal,2
Ignis Wraith,Credits,30000
Ignis Wraith,Detonite Injector,5
Ignis Wraith,Ferrite,10000
Ignis Wraith,Rubedo,5000
Ignis Wraith,Argon Crystal,3
Ogris,Credits,30000
Ogris,Detonite Injector,5
Ogris,Salvage,5000
Ogris,Alloy Plate,600
Ogris,Forma,1
Miter,Credits,15000
Miter,Miter Barrel,1
Miter,Miter Blade,1
Miter,Miter Handle,1
Miter,Miter Chassis,1
Supra,Credits,25000
Supra,Fieldron,7
Supra,Alloy Plate,1000
Supra,Salvage,7000
Supra,Forma,1
Panthera,Credits,20000
Panthera,Orokin Cell,1
Panthera,Polymer Bundle,600
Panthera,Hikou,1
Panthera,Miter,1
Quanta,Credits,25000
Quanta,Fieldron,7
Quanta,Circuits,1000
Quanta,Salvage,7000
Quanta,Forma,1
Tiberon,Credits,20000
Tiberon,Latron,1
Tiberon,Plastids,650
Tiberon,Rubedo,600
Tiberon,Forma,1
Stahlta,Credits,30000
Stahlta,Stahlta Barrel,1
Stahlta,Stahlta Receiver,1
Stahlta,Stahlta Stock,1
Stahlta,Platinum,1
Fulmin,Credits,25000
Fulmin,Rubedo,2100
Fulmin,Nano Spores,7500
Fulmin,Argon Crystal,2
Fulmin,Hexenon,350
Trumna,Credits,20000
Trumna,Seriglass Shard,1
Trumna,Trumna Barrel,1
Trumna,Trumna Receiver,1
Trumna,Trumna Stock,1
Trumna Barrel,Credits,20000
Trumna Barrel,Adramal Alloy,45
Trumna Barrel,Marquise Veridos,15
Trumna Barrel,Sporulate Sac,20
Trumna Barrel,Orokin Cell,5
Trumna Receiver,Credits,20000
Trumna Receiver,Tempered Bapholite,30
Trumna Receiver,Purified Heciphron,15
Trumna Receiver,Waxen Sebum Deposit,10
Trumna Receiver,Argon Crystal,1
Trumna Stock,Credits,20000
Trumna Stock,Auroxium Alloy,45
Trumna Stock,Lucent Teroglobe,30
Trumna Stock,Saturated Muscle Mass,20
Trumna Stock,Cabochon Embolos,2
Nagantaka,Credits,25000
Nagantaka,Neurodes,3
Nagantaka,Gallium,4
Nagantaka,Nano Spores,3000
Nagantaka,Rubedo,1200
Sobek,Credits,25000
Sobek,Neurodes,5
Sobek,Circuits,500
Sobek,Salvage,900
Sobek,Polymer Bundle,400
Tenora,Credits,20000
Tenora,Neurodes,5
Tenora,Salvage,15000
Tenora,Rubedo,4000
Tenora,Forma,1
Latron Wraith,Credits,25000
Latron Wraith,Latron Wraith Barrel,1
Latron Wraith,Latron Wraith Receiver,1
Latron Wraith,Latron Wraith Stock,1
Latron Wraith,Platinum,1
Zarr,Credits,30000
Zarr,Kuva,1800
Zarr,Alloy Plate,2400
Zarr,Salvage,5500
Zarr,Drakgoon,1
Simulor,Credits,20000
Simulor,Ferrite,1200
Simulor,Polymer Bundle,850
Simulor,Orokin Cell,1
Simulor,Argon Crystal,1
Paris,Credits,15000
Paris,Morphics,3
Paris,Plastids,600
Paris,Polymer Bundle,700
Paris,Nano Spores,2000
Baza,Credits,20000
Baza,Ferrite,3500
Baza,Alloy Plate,4300
Baza,Cryotic,575
Baza,Forma,1
Gorgon Wraith,Credits,25000
Gorgon Wraith,Gorgon Wraith Barrel,1
Gorgon Wraith,Gorgon Wraith Receiver,1
Gorgon Wraith,Gorgon Wraith Stock,1
Gorgon Wraith,Platinum,1
Latron,Credits,20000
Latron,Morphics,5
Latron,Plastids,800
Latron,Alloy Plate,1000
Latron,Salvage,900
Boltor,Credits,25000
Boltor,Neurodes,2
Boltor,Alloy Plate,100
Boltor,Salvage,900
Boltor,Polymer Bundle,600
Dera,Credits,25000
Dera,Fieldron,2
Dera,Circuits,600
Dera,Ferrite,4500
Dera,Forma,1
Braton Vandal,Credits,25000
Braton Vandal,Braton Vandal Barrel,1
Braton Vandal,Braton Vandal Receiver,1
Braton Vandal,Braton Vandal Stock,1
Braton Vandal,Platinum,1
Burston Prime,Credits,15000
Burston Prime,Burston Prime Barrel,1
Burston Prime,Burston Prime Receiver,1
Burston Prime,Burston Prime Stock,1
Burston Prime,Orokin Cell,10
Soma,Credits,15000
Soma,Morphics,7
Soma,Plastids,850
Soma,Rubedo,1200
Soma,Salvage,8000
Aksomati,Credits,20000
Aksomati,Akstiletto,1
Aksomati,Cryotic,200
Aksomati,Orokin Cell,1
Aksomati,Platinum,1
Detron,Credits,15000
Detron,Detron Barrel,1
Detron,Detron Receiver,1
Detron,Orokin Cell,10
Detron,Platinum,1
Talons,Credits,20000
Talons,Control Module,2
Talons,Ferrite,1500
Talons,Oxium,1200
Talons,Forma,1
Pandero,Credits,20000
Pandero,Argon Crystal,2
Pandero,Circuits,4500
Pandero,Cryotic,5500
Pandero,Salvage,25000
Cyanex,Credits,20000
Cyanex,Fieldron,5
Cyanex,Nano Spores,8750
Cyanex,Hexenon,250
Cyanex,Forma,1
Akstiletto Prime,Credits,15000
Akstiletto Prime,Akstiletto Prime Barrel,2
Akstiletto Prime,Akstiletto Prime Receiver,2
Akstiletto Prime,Akstiletto Prime Link,1
Akstiletto Prime,Platinum,1
Twin Vipers,Credits,20000
Twin Vipers,Viper,2
Twin Vipers,Orokin Cell,1
Twin Vipers,Platinum,1
Kunai,Credits,15000
Kunai,Morphics,5
Kunai,Ferrite,3000
Kunai,Nano Spores,4000
Kunai,Salvage,4000
Castanas,Credits,20000
Castanas,Control Module,2
Castanas,Salvage,800
Castanas,Circuits,200
Castanas,Forma,1
Afuris,Credits,20000
Afuris,Furis,2
Afuris,Orokin Cell,1
Afuris,Platinum,1
Ballistica Prime,Credits,15000
Ballistica Prime,Ballistica Prime Upper Limb,1
Ballistica Prime,Ballistica Prime Lower Limb,1
Ballistica Prime,Ballistica Prime String,1
Ballistica Prime,Ballistica Prime Receiver,1
Embolist,Credits,30000
Embolist,Mutagen Mass,5
Embolist,Salvage,15000
Embolist,Circuits,1200
Embolist,Forma,1
Zakti Prime,Credits,20000
Zakti Prime,Zakti Prime Barrel,1
Zakti Prime,Zakti Prime Receiver,1
Zakti Prime,Orokin Cell,10
Zakti Prime,Platinum,1
Twin Kohmak,Credits,20000
Twin Kohmak,Kohmak,2
Twin Kohmak,Forma,1
Twin Kohmak,Platinum,1
Pyrana Prime,Credits,15000
Pyrana Prime,Pyrana Prime Barrel,1
Pyrana Prime,Pyrana Prime Receiver,1
Pyrana Prime,Orokin Cell,10
Pyrana Prime,Platinum,1
Pox,Credits,30000
Pox,Mutagen Mass,4
Pox,Nano Spores,6500
Pox,Rubedo,1200
Pox,Nitain Extract,2
Twin Grakatas,Credits,30000
Twin Grakatas,Grakata,2
Twin Grakatas,Forma,1
Twin Grakatas,Platinum,1
Ballistica,Credits,25000
Ballistica,Neurodes,3
Ballistica,Gallium,4
Ballistica,Nano Spores,3000
Ballistica,Rubedo,1200
Furis,Credits,20000
Furis,Ferrite,750
Furis,Alloy Plate,300
Furis,Salvage,400
Furis,Neurodes,4
Hikou Prime,Credits,15000
Hikou Prime,Hikou Prime Pouch,2
Hikou Prime,Hikou Prime Stars,2
Hikou Prime,Orokin Cell,8
Hikou Prime,Platinum,1
Spira Prime,Credits,15000
Spira Prime,Spira Prime Pouch,2
Spira Prime,Spira Prime Blade,2
Spira Prime,Orokin Cell,8
Spira Prime,Platinum,1
Akbronco,Credits,20000
Akbronco,Bronco,2
Akbronco,Orokin Cell,1
Akbronco,Platinum,1
Spectra Vandal,Credits,25000
Spectra Vandal,Spectra Vandal Barrel,1
Spectra Vandal,Spectra Vandal Handle,1
Spectra Vandal,Spectra Vandal Chassis,1
Spectra Vandal,Platinum,1
Sicarus Prime,Credits,15000
Sicarus Prime,Sicarus Prime Barrel,1
Sicarus Prime,Sicarus Prime Receiver,1
Sicarus Prime,Orokin Cell,10
Sicarus Prime,Platinum,1
Akbolto,Credits,20000
Akbolto,Bolto,2
Akbolto,Orokin Cell,1
Akbolto,Platinum,1
Akjagara,Credits,20000
Akjagara,Akbolto,1
Akjagara,Dual Skana,1
Akjagara,Orokin Cell,2
Akjagara,Platinum,1
Vasto,Credits,30000
Vasto,Neurodes,4
Vasto,Alloy Plate,1200
Vasto,Ferrite,700
Vasto,Polymer Bundle,1000
Sepulcrum,Credits,20000
Sepulcrum,Seriglass Shard,1
Sepulcrum,Sepulcrum Barrel,1
Sepulcrum,Sepulcrum Receiver,1
Sepulcrum,Platinum,1
Sepulcrum Barrel,Credits,20000
Sepulcrum Barrel,Travocyte Alloy,30
Sepulcrum Barrel,Purified Heciphron,5
Sepulcrum Barrel,Pustulent Cognitive Nodule,20
Sepulcrum Barrel,Morphics,5
Sepulcrum Receiver,Credits,20000
Sepulcrum Receiver,Coprite Alloy,40
Sepulcrum Receiver,Purified Heciphron,5
Sepulcrum Receiver,Dendrite Blastoma,20
Sepulcrum Receiver,Trapezium Xenorhast,2
Bronco Prime,Credits,15000
Bronco Prime,Bronco Prime Barrel,1
Bronco Prime,Bronco Prime Receiver,1
Bronco Prime,Orokin Cell,10
Bronco Prime,Platinum,1
Akbolto Prime,Credits,15000
Akbolto Prime,Akbolto Prime Barrel,2
Akbolto Prime,Akbolto Prime Receiver,2
Akbolto Prime,Akbolto Prime Link,1
Akbolto Prime,Platinum,1
Kraken,Credits,25000
Kraken,Neurodes,2
Kraken,Alloy Plate,200
Kraken,Salvage,750
Kraken,Polymer Bundle,120
Hystrix,Credits,20000
Hystrix,Bolto,1
Hystrix,Viper,1
Hystrix,Ferrite,9750
Hystrix,Control Module,15
Spectra,Credits,25000
Spectra,Fieldron,3
Spectra,Circuits,700
Spectra,Ferrite,5000
Spectra,Forma,1
Cycron,Credits,25000
Cycron,Fieldron,4
Cycron,Ferrite,9000
Cycron,Circuits,1500
Cycron,Forma,1
Akzani,Credits,20000
Akzani,Salvage,1500
Akzani,Polymer Bundle,1000
Akzani,Morphics,2
Akzani,Argon Crystal,2
Zakti,Credits,15000
Zakti,Control Module,8
Zakti,Plastids,350
Zakti,Alloy Plate,6500
Zakti,Nano Spores,5000
Akvasto Prime,Credits,15000
Akvasto Prime,Vasto Prime,2
Akvasto Prime,Akvasto Prime Link,1
Akvasto Prime,Platinum,1
Epitaph,Credits,20000
Epitaph,Epitaph Barrel,1
Epitaph,Epitaph Receiver,1
Epitaph,Orokin Cell,7
Epitaph,Platinum,1
Nukor,Credits,30000
Nukor,Detonite Injector,2
Nukor,Morphics,2
Nukor,Salvage,5500
Nukor,Forma,1
Twin Vipers Wraith,Credits,25000
Twin Vipers Wraith,Twin Vipers Wraith Barrel,1
Twin Vipers Wraith,Twin Vipers Wraith Receiver,1
Twin Vipers Wraith,Twin Vipers Wraith Link,1
Twin Vipers Wraith,Platinum,1
Twin Gremlins,Credits,25000
Twin Gremlins,Neurodes,5
Twin Gremlins,Circuits,900
Twin Gremlins,Salvage,1500
Twin Gremlins,Rubedo,1200
Kulstar,Credits,30000
Kulstar,Kraken,1
Kulstar,Tellurium,2
Kulstar,Cryotic,4800
Kulstar,Plastids,3600
Vasto Prime,Credits,15000
Vasto Prime,Vasto Prime Barrel,1
Vasto Prime,Vasto Prime Receiver,1
Vasto Prime,Orokin Cell,10
Vasto Prime,Platinum,1
Athodai,Credits,20000
Athodai,Athodai Barrel,1
Athodai,Athodai Receiver,1
Athodai,Orokin Cell,5
Athodai,Platinum,1
Aksomati Prime,Credits,15000
Aksomati Prime,Aksomati Prime Barrel,2
Aksomati Prime,Aksomati Prime Receiver,2
Aksomati Prime,Aksomati Prime Link,1
Aksomati Prime,Platinum,1
Viper,Credits,20000
Viper,Salvage,300
Viper,Ferrite,600
Viper,Nano Spores,900
Viper,Morphics,1
Plinx,Credits,20000
Plinx,Argon Crystal,2
Plinx,Alloy Plate,4375
Plinx,Cryotic,575
Plinx,Gyromag Systems,10
Quatz,Credits,30000
Quatz,Argon Crystal,2
Quatz,Neurodes,5
Quatz,Rubedo,4200
Quatz,Salvage,12750
Spira,Credits,15000
Spira,Gallium,5
Spira,Ferrite,2500
Spira,Plastids,800
Spira,Salvage,4000
Knell,Credits,15000
Knell,Argon Crystal,2
Knell,Rubedo,5200
Knell,Cryotic,3800
Knell,Salvage,20000
Zymos,Credits,20000
Zymos,Zymos Barrel,1
Zymos,Zymos Receiver,1
Zymos,Platinum,1
Zymos Barrel,Credits,20000
Zymos Barrel,Tempered Bapholite,20
Zymos Barrel,Purified Heciphron,5
Zymos Barrel,Dendrite Blastoma,8
Zymos Barrel,Neurodes,4
Zymos Receiver,Credits,20000
Zymos Receiver,Adramal Alloy,20
Zymos Receiver,Purified Heciphron,5
Zymos Receiver,Pustulent Cognitive Nodule,8
Zymos Receiver,Morphics,5
Akstiletto,Credits,20000
Akstiletto,Gallium,2
Akstiletto,Salvage,800
Akstiletto,Alloy Plate,200
Akstiletto,Forma,1
Tysis,Credits,30000
Tysis,Neurodes,2
Tysis,Plastids,400
Tysis,Nano Spores,900
Tysis,Polymer Bundle,100
Dual Toxocyst,Credits,30000
Dual Toxocyst,Mutagen Mass,4
Dual Toxocyst,Nano Spores,6500
Dual Toxocyst,Plastids,1100
Dual Toxocyst,Forma,1
Brakk,Credits,15000
Brakk,Brakk Barrel,1
Brakk,Brakk Receiver,1
Brakk,Orokin Cell,10
Brakk,Platinum,1
Staticor,Credits,25000
Staticor,Fieldron,10
Staticor,Alloy Plate,6000
Staticor,Ferrite,9000
Staticor,Nitain Extract,3
Fusilai,Credits,20000
Fusilai,Rubedo,2950
Fusilai,Salvage,10000
Fusilai,Polymer Bundle,1350
Fusilai,Nitain Extract,2
Pandero Prime,Credits,20000
Pandero Prime,Pandero Prime Barrel,1
Pandero Prime,Pandero Prime Receiver,1
Pandero Prime,Orokin Cell,10
Pandero Prime,Platinum,1
Ocucor,Credits,25000
Ocucor,Fieldron,10
Ocucor,Thermal Sludge,40
Ocucor,Venerdo Alloy,55
Ocucor,Sagan Module,20
Bolto,Credits,20000
Bolto,Lato,1
Bolto,Polymer Bundle,800
Bolto,Orokin Cell,2
Bolto,Neurodes,2
Arca Scisco,Credits,25000
Arca Scisco,Fieldron,5
Arca Scisco,Oxium,250
Arca Scisco,Salvage,12500
Arca Scisco,Forma,1
Stug,Credits,20000
Stug,Neurodes,3
Stug,Gallium,4
Stug,Salvage,3000
Stug,Alloy Plate,1200
Akmagnus,Credits,20000
Akmagnus,Magnus,2
Akmagnus,Orokin Cell,2
Akmagnus,Platinum,1
Pyrana,Credits,20000
Pyrana,Control Module,2
Pyrana,Salvage,800
Pyrana,Alloy Plate,200
Pyrana,Forma,1
Marelok,Credits,30000
Marelok,Detonite Injector,2
Marelok,Polymer Bundle,5000
Marelok,Salvage,5000
Marelok,Forma,1
Lex Prime,Credits,15000
Lex Prime,Lex Prime Barrel,1
Lex Prime,Lex Prime Receiver,1
Lex Prime,Orokin Cell,10
Lex Prime,Platinum,1
Atomos,Credits,60000
Atomos,Salvage,1500
Atomos,Polymer Bundle,1300
Atomos,Rubedo,800
Atomos,Argon Crystal,2
Azima,Credits,30000
Azima,Morphics,4
Azima,Circuits,450
Azima,Polymer Bundle,500
Azima,Salvage,2750
Euphona Prime,Credits,15000
Euphona Prime,Euphona Prime Barrel,1
Euphona Prime,Euphona Prime Receiver,1
Euphona Prime,Orokin Cell,5
Euphona Prime,Platinum,1
Akarius,Credits,20000
Akarius,Neurodes,3
Akarius,Hexenon,150
Akarius,Polymer Bundle,1600
Akarius,Nano Spores,7500
Akvasto,Credits,20000
Akvasto,Vasto,2
Akvasto,Orokin Cell,2
Akvasto,Platinum,1
Gammacor,Credits,20000
Gammacor,Alloy Plate,2500
Gammacor,Plastids,650
Gammacor,Circuits,400
Gammacor,Argon Crystal,2
Bronco,Credits,20000
Bronco,Neurodes,2
Bronco,Alloy Plate,1200
Bronco,Ferrite,700
Bronco,Polymer Bundle,800
Catabolyst,Credits,30000
Catabolyst,Scintillant,5
Catabolyst,Ocular Stem - Root,4
Catabolyst,Mutagen Mass,7
Catabolyst,Stellated Necrathene,10
Stubba,Credits,20000
Stubba,Grokdrul,45
Stubba,Coprite Alloy,25
Stubba,Ferrite,4485
Stubba,Neurodes,2
Twin Rogga,Credits,30000
Twin Rogga,Argon Crystal,2
Twin Rogga,Kuva,1600
Twin Rogga,Alloy Plate,2600
