ItemName,CreditsCost,DucatsCost,SaleDate
Primed Cryo Rounds,110000,350,2017-02-24
Primed Cryo Rounds,110000,350,2017-07-14
Primed Cryo Rounds,110000,350,2018-01-12
Primed Cryo Rounds,110000,350,2018-05-18
Primed Cryo Rounds,110000,350,2018-10-05
Primed Cryo Rounds,110000,350,2019-04-19
Primed Cryo Rounds,110000,350,2019-08-02
Primed Cryo Rounds,110000,350,2019-10-25
Primed Cryo Rounds,110000,350,2020-03-27
Primed Cryo Rounds,110000,350,2020-10-09
Primed Cryo Rounds,110000,350,2021-04-09
Primed Cryo Rounds,110000,350,2021-09-24
Hydroid Immortal Skin,100000,550,2017-04-21
Hydroid Immortal Skin,100000,550,2017-09-08
Hydroid Immortal Skin,100000,550,2018-01-26
Hydroid Immortal Skin,100000,550,2018-05-18
Hydroid Immortal Skin,100000,550,2018-09-21
Hydroid Immortal Skin,100000,550,2019-01-11
Hydroid Immortal Skin,100000,550,2019-05-03
Hydroid Immortal Skin,100000,550,2019-09-13
Hydroid Immortal Skin,100000,550,2020-02-14
Hydroid Immortal Skin,100000,550,2020-07-03
Hydroid Immortal Skin,100000,550,2020-10-09
Hydroid Immortal Skin,100000,550,2021-01-29
Hydroid Immortal Skin,100000,550,2021-06-18
Hydroid Immortal Skin,100000,550,2021-11-05
Quanta Aufeis Skin,300000,300,2016-01-08
Quanta Aufeis Skin,300000,300,2016-06-03
Quanta Aufeis Skin,300000,300,2016-10-07
Quanta Aufeis Skin,300000,300,2017-01-27
Quanta Aufeis Skin,300000,300,2017-06-16
Quanta Aufeis Skin,300000,300,2017-11-03
Quanta Aufeis Skin,300000,300,2018-03-23
Quanta Aufeis Skin,300000,300,2018-08-10
Quanta Aufeis Skin,300000,300,2018-12-14
Quanta Aufeis Skin,300000,300,2019-03-22
Quanta Aufeis Skin,300000,300,2019-07-19
Quanta Aufeis Skin,300000,300,2019-11-08
Quanta Aufeis Skin,300000,300,2020-03-13
Quanta Aufeis Skin,300000,300,2020-06-19
Quanta Aufeis Skin,300000,300,2020-10-09
Quanta Aufeis Skin,300000,300,2021-02-26
Quanta Aufeis Skin,300000,300,2021-08-13
Quanta Aufeis Skin,300000,300,2021-11-19
Primed Flow,110000,350,2014-12-26
Primed Flow,110000,350,2015-03-06
Primed Flow,110000,350,2015-12-11
Primed Flow,110000,350,2016-05-20
Primed Flow,110000,350,2016-08-12
Primed Flow,110000,350,2016-11-04
Primed Flow,110000,350,2017-03-24
Primed Flow,110000,350,2017-05-19
Primed Flow,110000,350,2017-10-06
Primed Flow,110000,350,2018-03-09
Primed Flow,110000,350,2018-12-14
Primed Flow,110000,350,2019-05-03
Primed Flow,110000,350,2019-09-13
Primed Flow,110000,350,2020-02-14
Primed Flow,110000,350,2020-07-03
Primed Flow,110000,350,2020-12-18
Primed Flow,110000,350,2021-06-18
Primed Flow,110000,350,2021-11-19
Prisma Mech Head Sentinel Mask,200000,175,2015-10-02
Prisma Mech Head Sentinel Mask,200000,175,2016-07-01
Prisma Mech Head Sentinel Mask,200000,175,2016-12-16
Prisma Mech Head Sentinel Mask,200000,175,2017-04-07
Prisma Mech Head Sentinel Mask,200000,175,2017-08-25
Prisma Mech Head Sentinel Mask,200000,175,2018-01-12
Prisma Mech Head Sentinel Mask,200000,175,2018-05-18
Prisma Mech Head Sentinel Mask,200000,175,2018-09-07
Prisma Mech Head Sentinel Mask,200000,175,2018-12-28
Prisma Mech Head Sentinel Mask,200000,175,2019-05-03
Prisma Mech Head Sentinel Mask,200000,175,2019-08-30
Prisma Mech Head Sentinel Mask,200000,175,2020-01-03
Prisma Mech Head Sentinel Mask,200000,175,2020-05-22
Prisma Mech Head Sentinel Mask,200000,175,2020-10-09
Prisma Mech Head Sentinel Mask,200000,175,2021-03-12
Prisma Mech Head Sentinel Mask,200000,175,2021-08-13
Pack Leader Sigil,45000,55,2018-06-01
Pack Leader Sigil,45000,55,2018-10-05
Pack Leader Sigil,45000,55,2019-01-25
Pack Leader Sigil,45000,55,2019-05-17
Pack Leader Sigil,45000,55,2019-10-11
Pack Leader Sigil,45000,55,2020-02-14
Pack Leader Sigil,45000,55,2020-07-03
Pack Leader Sigil,45000,55,2020-12-04
Pack Leader Sigil,45000,55,2021-06-04
Pedestal Umbra,1000000,0,2020-08-14
Pedestal Umbra,1000000,0,2021-01-29
Pedestal Umbra,1000000,0,2021-07-02
Elixis Latron Pistol Skin,215000,400,2020-09-25
Elixis Latron Pistol Skin,215000,400,2021-01-29
Elixis Latron Pistol Skin,215000,400,2021-06-18
Right Prisma Edo Knee Plates,55000,100,2015-12-25
Right Prisma Edo Knee Plates,55000,100,2016-06-03
Right Prisma Edo Knee Plates,55000,100,2016-06-17
Right Prisma Edo Knee Plates,55000,100,2016-10-07
Right Prisma Edo Knee Plates,55000,100,2017-02-10
Right Prisma Edo Knee Plates,55000,100,2017-06-30
Right Prisma Edo Knee Plates,55000,100,2017-11-03
Right Prisma Edo Knee Plates,55000,100,2018-03-09
Right Prisma Edo Knee Plates,55000,100,2018-06-29
Right Prisma Edo Knee Plates,55000,100,2018-10-19
Right Prisma Edo Knee Plates,55000,100,2019-01-11
Right Prisma Edo Knee Plates,55000,100,2019-05-03
Right Prisma Edo Knee Plates,55000,100,2019-08-30
Right Prisma Edo Knee Plates,55000,100,2020-01-03
Right Prisma Edo Knee Plates,55000,100,2020-05-08
Right Prisma Edo Knee Plates,55000,100,2020-09-11
Right Prisma Edo Knee Plates,55000,100,2021-02-12
Right Prisma Edo Knee Plates,55000,100,2021-07-02
Deimos Scissus Prex,100000,75,2020-11-20
Deimos Scissus Prex,100000,75,2021-05-21
Primed Ravage,100000,280,2014-12-12
Primed Ravage,100000,280,2015-06-12
Primed Ravage,100000,280,2015-09-18
Primed Ravage,100000,280,2016-05-20
Primed Ravage,100000,280,2016-08-12
Primed Ravage,100000,280,2016-12-30
Primed Ravage,100000,280,2017-05-19
Primed Ravage,100000,280,2017-10-06
Primed Ravage,100000,280,2018-02-23
Primed Ravage,100000,280,2018-07-13
Primed Ravage,100000,280,2018-12-28
Primed Ravage,100000,280,2019-05-03
Primed Ravage,100000,280,2019-09-13
Primed Ravage,100000,280,2020-02-28
Primed Ravage,100000,280,2020-10-09
Primed Ravage,100000,280,2021-04-23
Primed Ravage,100000,280,2021-10-22
Ki'teer Foros Leg Plates,150000,225,2017-08-25
Ki'teer Foros Leg Plates,150000,225,2017-12-29
Ki'teer Foros Leg Plates,150000,225,2018-05-04
Ki'teer Foros Leg Plates,150000,225,2018-08-24
Ki'teer Foros Leg Plates,150000,225,2018-12-14
Ki'teer Foros Leg Plates,150000,225,2019-04-05
Ki'teer Foros Leg Plates,150000,225,2019-07-19
Ki'teer Foros Leg Plates,150000,225,2019-11-08
Ki'teer Foros Leg Plates,150000,225,2020-03-27
Ki'teer Foros Leg Plates,150000,225,2020-07-31
Ki'teer Foros Leg Plates,150000,225,2021-01-01
Ki'teer Foros Leg Plates,150000,225,2021-05-07
Ki'teer Foros Leg Plates,150000,225,2021-09-24
Ki'teer Cornu Diadem,375000,525,2018-10-05
Ki'teer Cornu Diadem,375000,525,2019-01-11
Ki'teer Cornu Diadem,375000,525,2019-05-17
Ki'teer Cornu Diadem,375000,525,2019-09-13
Ki'teer Cornu Diadem,375000,525,2020-01-17
Ki'teer Cornu Diadem,375000,525,2020-04-10
Ki'teer Cornu Diadem,375000,525,2020-07-31
Ki'teer Cornu Diadem,375000,525,2020-11-06
Ki'teer Cornu Diadem,375000,525,2021-03-12
Ki'teer Cornu Diadem,375000,525,2021-08-13
Ki'teer Cornu Diadem,375000,525,2021-11-05
Orokin Catalyst,400000,700,2016-01-22
Grustrag Three Beacon,125000,200,2016-02-12
Grustrag Three Beacon,125000,200,2016-02-26
Grustrag Three Beacon,125000,200,2016-04-08
Grustrag Three Beacon,125000,200,2016-05-06
Grustrag Three Beacon,125000,200,2016-06-03
Grustrag Three Beacon,125000,200,2016-07-01
Grustrag Three Beacon,125000,200,2016-07-29
Grustrag Three Beacon,125000,200,2016-08-12
Grustrag Three Beacon,125000,200,2016-10-21
Grustrag Three Beacon,125000,200,2016-11-18
Grustrag Three Beacon,125000,200,2017-01-13
Grustrag Three Beacon,125000,200,2017-03-24
Grustrag Three Beacon,125000,200,2017-06-16
Grustrag Three Beacon,125000,200,2017-09-22
Grustrag Three Beacon,125000,200,2017-12-29
Grustrag Three Beacon,125000,200,2018-04-20
Grustrag Three Beacon,125000,200,2018-08-10
Grustrag Three Beacon,125000,200,2018-11-30
Grustrag Three Beacon,125000,200,2019-02-08
Grustrag Three Beacon,125000,200,2019-06-14
Grustrag Three Beacon,125000,200,2019-10-11
Grustrag Three Beacon,125000,200,2019-12-06
Grustrag Three Beacon,125000,200,2020-02-14
Grustrag Three Beacon,125000,200,2020-06-19
Grustrag Three Beacon,125000,200,2020-10-09
Grustrag Three Beacon,125000,200,2021-02-12
Grustrag Three Beacon,125000,200,2021-06-18
Primed Bane of Grineer,140000,400,2016-01-22
Primed Bane of Grineer,140000,400,2016-07-15
Primed Bane of Grineer,140000,400,2016-10-21
Primed Bane of Grineer,140000,400,2017-02-24
Primed Bane of Grineer,140000,400,2017-06-30
Primed Bane of Grineer,140000,400,2017-11-17
Primed Bane of Grineer,140000,400,2018-04-20
Primed Bane of Grineer,140000,400,2018-09-07
Primed Bane of Grineer,140000,400,2019-01-25
Primed Bane of Grineer,140000,400,2019-05-31
Primed Bane of Grineer,140000,400,2019-09-27
Primed Bane of Grineer,140000,400,2020-03-13
Primed Bane of Grineer,140000,400,2020-09-25
Primed Bane of Grineer,140000,400,2021-03-26
Primed Firestorm,175000,350,2020-12-04
Primed Firestorm,175000,350,2021-06-04
Pummel,150000,300,2016-02-26
Pummel,150000,300,2016-07-29
Pummel,150000,300,2016-11-04
Pummel,150000,300,2017-03-10
Pummel,150000,300,2017-07-28
Pummel,150000,300,2017-12-01
Pummel,150000,300,2018-05-04
Pummel,150000,300,2018-09-21
Pummel,150000,300,2019-04-05
Pummel,150000,300,2019-08-16
Pummel,150000,300,2020-01-17
Pummel,150000,300,2020-08-28
Pummel,150000,300,2021-02-26
Pummel,150000,300,2021-10-08
Ki'teer Foros Chest Plate,200000,175,2017-08-11
Ki'teer Foros Chest Plate,200000,175,2017-12-29
Ki'teer Foros Chest Plate,200000,175,2018-05-04
Ki'teer Foros Chest Plate,200000,175,2018-08-24
Ki'teer Foros Chest Plate,200000,175,2018-12-14
Ki'teer Foros Chest Plate,200000,175,2019-04-05
Ki'teer Foros Chest Plate,200000,175,2019-07-19
Ki'teer Foros Chest Plate,200000,175,2019-11-08
Ki'teer Foros Chest Plate,200000,175,2020-03-27
Ki'teer Foros Chest Plate,200000,175,2020-07-31
Ki'teer Foros Chest Plate,200000,175,2021-01-01
Ki'teer Foros Chest Plate,200000,175,2021-05-07
Ki'teer Foros Chest Plate,200000,175,2021-09-24
Liset Cydonia Skin,300000,400,2018-10-05
Liset Cydonia Skin,300000,400,2019-01-25
Liset Cydonia Skin,300000,400,2019-05-31
Liset Cydonia Skin,300000,400,2019-09-27
Liset Cydonia Skin,300000,400,2020-02-28
Liset Cydonia Skin,300000,400,2020-07-31
Liset Cydonia Skin,300000,400,2020-12-18
Liset Cydonia Skin,300000,400,2021-05-21
Liset Cydonia Skin,300000,400,2021-09-24
Ki'teer Presence,1000000,0,2017-07-14
Ki'teer Presence,1000000,0,2017-11-03
Ki'teer Presence,1000000,0,2018-03-23
Ki'teer Presence,1000000,0,2018-08-10
Ki'teer Presence,1000000,0,2018-10-05
Ki'teer Presence,1000000,0,2019-05-17
Ki'teer Presence,1000000,0,2019-09-27
Ki'teer Presence,1000000,0,2020-02-28
Ki'teer Presence,1000000,0,2020-06-19
Ki'teer Presence,1000000,0,2020-11-06
Ki'teer Presence,1000000,0,2021-03-26
Ki'teer Presence,1000000,0,2021-08-27
Prisma Arrows,75000,350,2015-06-26
Prisma Arrows,75000,350,2016-03-11
Prisma Arrows,75000,350,2016-07-29
Prisma Arrows,75000,350,2016-09-23
Prisma Arrows,75000,350,2016-10-07
Prisma Arrows,75000,350,2017-05-05
Prisma Arrows,75000,350,2017-09-08
Prisma Arrows,75000,350,2018-01-26
Prisma Arrows,75000,350,2018-06-01
Prisma Arrows,75000,350,2018-10-05
Prisma Arrows,75000,350,2019-02-08
Prisma Arrows,75000,350,2019-05-17
Prisma Arrows,75000,350,2019-09-13
Prisma Arrows,75000,350,2020-01-17
Prisma Arrows,75000,350,2020-05-08
Prisma Arrows,75000,350,2020-09-25
Prisma Arrows,75000,350,2021-03-12
Prisma Arrows,75000,350,2021-07-30
Prisma Arrows,75000,350,2021-11-05
Prisma Hecate Syandana,300000,250,2015-04-17
Prisma Hecate Syandana,300000,250,2015-08-07
Prisma Hecate Syandana,300000,250,2016-04-08
Prisma Hecate Syandana,300000,250,2016-09-09
Prisma Hecate Syandana,300000,250,2016-12-30
Prisma Hecate Syandana,300000,250,2017-05-19
Prisma Hecate Syandana,300000,250,2017-10-06
Prisma Hecate Syandana,300000,250,2018-02-23
Prisma Hecate Syandana,300000,250,2018-06-15
Prisma Hecate Syandana,300000,250,2018-10-05
Prisma Hecate Syandana,300000,250,2019-01-25
Prisma Hecate Syandana,300000,250,2019-05-03
Prisma Hecate Syandana,300000,250,2019-08-30
Prisma Hecate Syandana,300000,250,2019-12-20
Prisma Hecate Syandana,300000,250,2020-04-24
Prisma Hecate Syandana,300000,250,2020-07-31
Prisma Hecate Syandana,300000,250,2020-12-04
Prisma Hecate Syandana,300000,250,2021-04-23
Prisma Hecate Syandana,300000,250,2021-08-27
Prisma Hecate Syandana,300000,250,2021-11-19
Primed Rifle Ammo Mutation,140000,400,2015-11-13
Primed Rifle Ammo Mutation,140000,400,2016-07-01
Primed Rifle Ammo Mutation,140000,400,2016-10-07
Primed Rifle Ammo Mutation,140000,400,2017-02-10
Primed Rifle Ammo Mutation,140000,400,2017-06-16
Primed Rifle Ammo Mutation,140000,400,2017-11-03
Primed Rifle Ammo Mutation,140000,400,2018-04-06
Primed Rifle Ammo Mutation,140000,400,2018-08-24
Primed Rifle Ammo Mutation,140000,400,2019-01-11
Primed Rifle Ammo Mutation,140000,400,2019-05-17
Primed Rifle Ammo Mutation,140000,400,2019-09-13
Primed Rifle Ammo Mutation,140000,400,2020-02-14
Primed Rifle Ammo Mutation,140000,400,2020-07-31
Primed Rifle Ammo Mutation,140000,400,2021-02-12
Primed Rifle Ammo Mutation,140000,400,2021-08-27
Primed Bane of Corrupted,140000,400,2017-08-11
Primed Bane of Corrupted,140000,400,2017-12-15
Primed Bane of Corrupted,140000,400,2018-01-12
Primed Bane of Corrupted,140000,400,2018-04-20
Primed Bane of Corrupted,140000,400,2018-09-07
Primed Bane of Corrupted,140000,400,2019-01-25
Primed Bane of Corrupted,140000,400,2019-05-31
Primed Bane of Corrupted,140000,400,2019-09-27
Primed Bane of Corrupted,140000,400,2020-03-13
Primed Bane of Corrupted,140000,400,2020-09-25
Primed Bane of Corrupted,140000,400,2021-03-26
Prisma Latron Leg Plate,175000,300,2020-02-14
Prisma Latron Leg Plate,175000,300,2020-06-05
Prisma Latron Leg Plate,175000,300,2020-10-09
Prisma Latron Leg Plate,175000,300,2021-02-26
Prisma Latron Leg Plate,175000,300,2021-07-16
Prisma Latron Leg Plate,175000,300,2021-11-19
Prisma Avia Shoulder Plate,200000,300,2019-05-03
Prisma Avia Shoulder Plate,200000,300,2019-08-16
Prisma Avia Shoulder Plate,200000,300,2019-12-20
Prisma Avia Shoulder Plate,200000,300,2020-04-24
Prisma Avia Shoulder Plate,200000,300,2020-08-28
Prisma Avia Shoulder Plate,200000,300,2021-01-15
Prisma Avia Shoulder Plate,200000,300,2021-05-21
Prisma Avia Shoulder Plate,200000,300,2021-10-22
Right Prisma Daedalus Shoulder Guard,75000,65,2015-05-29
Right Prisma Daedalus Shoulder Guard,75000,65,2015-10-02
Right Prisma Daedalus Shoulder Guard,75000,65,2016-04-22
Right Prisma Daedalus Shoulder Guard,75000,65,2016-08-26
Right Prisma Daedalus Shoulder Guard,75000,65,2016-12-30
Right Prisma Daedalus Shoulder Guard,75000,65,2017-06-02
Right Prisma Daedalus Shoulder Guard,75000,65,2017-10-06
Right Prisma Daedalus Shoulder Guard,75000,65,2018-02-09
Right Prisma Daedalus Shoulder Guard,75000,65,2018-06-01
Right Prisma Daedalus Shoulder Guard,75000,65,2018-09-21
Right Prisma Daedalus Shoulder Guard,75000,65,2018-12-28
Right Prisma Daedalus Shoulder Guard,75000,65,2019-04-19
Right Prisma Daedalus Shoulder Guard,75000,65,2019-08-02
Right Prisma Daedalus Shoulder Guard,75000,65,2019-11-22
Right Prisma Daedalus Shoulder Guard,75000,65,2019-12-06
Right Prisma Daedalus Shoulder Guard,75000,65,2020-04-10
Right Prisma Daedalus Shoulder Guard,75000,65,2020-08-14
Right Prisma Daedalus Shoulder Guard,75000,65,2020-12-18
Right Prisma Daedalus Shoulder Guard,75000,65,2021-04-23
Right Prisma Daedalus Shoulder Guard,75000,65,2021-09-10
Prisma Dual Decurions,175000,525,2020-12-18
Prisma Dual Decurions,175000,525,2021-06-04
Prisma Dual Decurions,175000,525,2021-09-24
Cookie Kubrow Glyph,50000,80,2018-11-30
Cookie Kubrow Glyph,50000,80,2018-12-14
Cookie Kubrow Glyph,50000,80,2018-12-28
Cookie Kubrow Glyph,50000,80,2019-12-06
Cookie Kubrow Glyph,50000,80,2019-12-20
Cookie Kubrow Glyph,50000,80,2020-12-04
Cookie Kubrow Glyph,50000,80,2020-12-18
Ki'teer Earpiece,400000,500,2016-09-09
Ki'teer Earpiece,400000,500,2016-12-16
Ki'teer Earpiece,400000,500,2017-04-21
Ki'teer Earpiece,400000,500,2017-09-08
Ki'teer Earpiece,400000,500,2018-01-26
Ki'teer Earpiece,400000,500,2018-05-04
Ki'teer Earpiece,400000,500,2018-11-16
Ki'teer Earpiece,400000,500,2019-02-08
Ki'teer Earpiece,400000,500,2019-05-31
Ki'teer Earpiece,400000,500,2019-10-25
Ki'teer Earpiece,400000,500,2020-02-28
Ki'teer Earpiece,400000,500,2020-06-05
Ki'teer Earpiece,400000,500,2020-08-28
Ki'teer Earpiece,400000,500,2021-01-01
Ki'teer Earpiece,400000,500,2021-06-04
Ki'teer Earpiece,400000,500,2021-06-18
Ki'teer Earpiece,400000,500,2021-07-02
Ki'teer Earpiece,400000,500,2021-09-10
Deimos Flagellocanth Prex,100000,75,2020-11-20
Deimos Flagellocanth Prex,100000,75,2021-06-04
Stalker Beacon,125000,200,2016-02-12
Stalker Beacon,125000,200,2016-02-26
Stalker Beacon,125000,200,2016-04-08
Stalker Beacon,125000,200,2016-05-06
Stalker Beacon,125000,200,2016-06-03
Stalker Beacon,125000,200,2016-07-01
Stalker Beacon,125000,200,2016-07-29
Stalker Beacon,125000,200,2016-08-12
Stalker Beacon,125000,200,2016-10-21
Stalker Beacon,125000,200,2016-11-18
Stalker Beacon,125000,200,2017-01-13
Stalker Beacon,125000,200,2017-03-24
Stalker Beacon,125000,200,2017-06-16
Stalker Beacon,125000,200,2017-09-22
Stalker Beacon,125000,200,2017-12-29
Stalker Beacon,125000,200,2018-04-20
Stalker Beacon,125000,200,2018-08-10
Stalker Beacon,125000,200,2018-11-30
Stalker Beacon,125000,200,2019-02-08
Stalker Beacon,125000,200,2019-05-31
Stalker Beacon,125000,200,2019-06-14
Stalker Beacon,125000,200,2019-08-30
Stalker Beacon,125000,200,2019-10-11
Stalker Beacon,125000,200,2019-12-06
Stalker Beacon,125000,200,2020-02-14
Stalker Beacon,125000,200,2020-05-22
Stalker Beacon,125000,200,2020-07-03
Stalker Beacon,125000,200,2020-11-20
Stalker Beacon,125000,200,2021-04-09
Stalker Beacon,125000,200,2021-07-16
Ki'teer Foros Shoulder Plates,100000,310,2017-07-28
Ki'teer Foros Shoulder Plates,100000,310,2017-12-29
Ki'teer Foros Shoulder Plates,100000,310,2018-05-04
Ki'teer Foros Shoulder Plates,100000,310,2018-08-24
Ki'teer Foros Shoulder Plates,100000,310,2018-12-14
Ki'teer Foros Shoulder Plates,100000,310,2019-04-05
Ki'teer Foros Shoulder Plates,100000,310,2019-07-19
Ki'teer Foros Shoulder Plates,100000,310,2019-11-08
Ki'teer Foros Shoulder Plates,100000,310,2020-03-27
Ki'teer Foros Shoulder Plates,100000,310,2020-07-31
Ki'teer Foros Shoulder Plates,100000,310,2021-01-01
Ki'teer Foros Shoulder Plates,100000,310,2021-05-07
Ki'teer Foros Shoulder Plates,100000,310,2021-09-24
3 Day Mod Drop Chance Booster,175000,500,2019-10-11
3 Day Mod Drop Chance Booster,175000,500,2020-01-03
3 Day Mod Drop Chance Booster,175000,500,2020-04-10
3 Day Mod Drop Chance Booster,175000,500,2020-07-31
3 Day Mod Drop Chance Booster,175000,500,2020-11-06
3 Day Mod Drop Chance Booster,175000,500,2021-03-26
3 Day Mod Drop Chance Booster,175000,500,2021-07-16
Eos Prime Armor Set,260000,285,2017-07-28
Eos Prime Armor Set,260000,285,2017-12-01
Eos Prime Armor Set,260000,285,2018-04-06
Eos Prime Armor Set,260000,285,2018-07-27
Eos Prime Armor Set,260000,285,2018-11-02
Eos Prime Armor Set,260000,285,2019-02-22
Eos Prime Armor Set,260000,285,2019-05-31
Eos Prime Armor Set,260000,285,2019-09-27
Eos Prime Armor Set,260000,285,2020-02-28
Eos Prime Armor Set,260000,285,2020-07-03
Eos Prime Armor Set,260000,285,2020-11-06
Eos Prime Armor Set,260000,285,2021-03-26
Eos Prime Armor Set,260000,285,2021-08-27
Primed Reach,220000,300,2015-02-06
Primed Reach,220000,300,2015-07-10
Primed Reach,220000,300,2016-02-12
Primed Reach,220000,300,2016-07-01
Primed Reach,220000,300,2016-12-16
Primed Reach,220000,300,2017-04-07
Primed Reach,220000,300,2017-08-25
Primed Reach,220000,300,2018-01-12
Primed Reach,220000,300,2018-05-18
Primed Reach,220000,300,2018-10-05
Primed Reach,220000,300,2019-02-22
Primed Reach,220000,300,2019-06-14
Primed Reach,220000,300,2019-10-25
Primed Reach,220000,300,2020-05-22
Primed Reach,220000,300,2020-11-20
Primed Reach,220000,300,2021-01-15
Primed Reach,220000,300,2021-07-16
Sweeping Serration,150000,375,2016-03-11
Sweeping Serration,150000,375,2016-09-09
Sweeping Serration,150000,375,2017-01-13
Sweeping Serration,150000,375,2017-06-02
Sweeping Serration,150000,375,2017-10-20
Sweeping Serration,150000,375,2018-03-09
Sweeping Serration,150000,375,2018-08-10
Sweeping Serration,150000,375,2018-12-14
Sweeping Serration,150000,375,2019-04-19
Sweeping Serration,150000,375,2019-08-30
Sweeping Serration,150000,375,2020-01-31
Sweeping Serration,150000,375,2020-09-11
Sweeping Serration,150000,375,2021-03-26
Sweeping Serration,150000,375,2021-09-24
Prisma Angstrum,210000,475,2017-09-08
Prisma Angstrum,210000,475,2017-12-29
Prisma Angstrum,210000,475,2018-06-01
Prisma Angstrum,210000,475,2018-11-16
Prisma Angstrum,210000,475,2019-02-22
Prisma Angstrum,210000,475,2019-05-31
Prisma Angstrum,210000,475,2019-10-11
Prisma Angstrum,210000,475,2020-02-28
Prisma Angstrum,210000,475,2020-07-03
Prisma Angstrum,210000,475,2020-11-06
Prisma Angstrum,210000,475,2021-03-26
Prisma Angstrum,210000,475,2021-08-13
In Mah Belly Glyph,50000,80,2019-10-11
In Mah Belly Glyph,50000,80,2020-03-13
In Mah Belly Glyph,50000,80,2020-10-09
In Mah Belly Glyph,50000,80,2020-10-23
In Mah Belly Glyph,50000,80,2021-10-08
In Mah Belly Glyph,50000,80,2021-10-22
Prisma Obex,175000,500,2017-05-05
Prisma Obex,175000,500,2017-10-06
Prisma Obex,175000,500,2018-02-23
Prisma Obex,175000,500,2018-07-13
Prisma Obex,175000,500,2018-11-30
Prisma Obex,175000,500,2019-03-08
Prisma Obex,175000,500,2019-06-28
Prisma Obex,175000,500,2019-11-08
Prisma Obex,175000,500,2020-03-13
Prisma Obex,175000,500,2020-07-03
Prisma Obex,175000,500,2020-11-20
Prisma Obex,175000,500,2021-04-09
Prisma Obex,175000,500,2021-08-13
Ki'teer Sentinel Tail,250000,400,2016-06-03
Ki'teer Sentinel Tail,250000,400,2016-11-18
Ki'teer Sentinel Tail,250000,400,2017-04-21
Ki'teer Sentinel Tail,250000,400,2017-07-28
Ki'teer Sentinel Tail,250000,400,2017-12-15
Ki'teer Sentinel Tail,250000,400,2018-03-23
Ki'teer Sentinel Tail,250000,400,2018-07-13
Ki'teer Sentinel Tail,250000,400,2018-11-02
Ki'teer Sentinel Tail,250000,400,2019-01-25
Ki'teer Sentinel Tail,250000,400,2019-03-08
Ki'teer Sentinel Tail,250000,400,2019-06-14
Ki'teer Sentinel Tail,250000,400,2019-10-11
Ki'teer Sentinel Tail,250000,400,2020-01-17
Ki'teer Sentinel Tail,250000,400,2020-06-05
Ki'teer Sentinel Tail,250000,400,2020-09-11
Ki'teer Sentinel Tail,250000,400,2021-01-29
Ki'teer Sentinel Tail,250000,400,2021-06-18
Ki'teer Sentinel Tail,250000,400,2021-10-08
Primed Regen,220000,300,2017-01-13
Primed Regen,220000,300,2017-06-30
Primed Regen,220000,300,2017-11-17
Primed Regen,220000,300,2018-04-06
Primed Regen,220000,300,2018-08-24
Primed Regen,220000,300,2018-12-14
Primed Regen,220000,300,2019-05-03
Primed Regen,220000,300,2019-09-13
Primed Regen,220000,300,2020-01-31
Primed Regen,220000,300,2020-06-19
Primed Regen,220000,300,2021-01-01
Primed Regen,220000,300,2021-07-16
Deimos Velocipod Prex,100000,75,2020-10-23
Deimos Velocipod Prex,100000,75,2021-05-07
Deimos Velocipod Prex,100000,75,2021-10-08
Ki'teer Kavat Armor,275000,500,2016-10-07
Ki'teer Kavat Armor,275000,500,2016-12-16
Ki'teer Kavat Armor,275000,500,2017-05-05
Ki'teer Kavat Armor,275000,500,2017-09-08
Ki'teer Kavat Armor,275000,500,2017-09-22
Ki'teer Kavat Armor,275000,500,2018-01-26
Ki'teer Kavat Armor,275000,500,2018-06-01
Ki'teer Kavat Armor,275000,500,2018-10-05
Ki'teer Kavat Armor,275000,500,2019-01-25
Ki'teer Kavat Armor,275000,500,2019-04-05
Ki'teer Kavat Armor,275000,500,2019-08-02
Ki'teer Kavat Armor,275000,500,2019-08-16
Ki'teer Kavat Armor,275000,500,2019-12-06
Ki'teer Kavat Armor,275000,500,2020-04-10
Ki'teer Kavat Armor,275000,500,2020-07-31
Ki'teer Kavat Armor,275000,500,2020-11-06
Ki'teer Kavat Armor,275000,500,2021-03-12
Ki'teer Kavat Armor,275000,500,2021-07-16
Ki'teer Kavat Armor,275000,500,2021-11-05
Kavat Sentinel Mask,200000,500,2017-12-01
Kavat Sentinel Mask,200000,500,2018-04-20
Kavat Sentinel Mask,200000,500,2018-08-24
Kavat Sentinel Mask,200000,500,2018-12-14
Kavat Sentinel Mask,200000,500,2019-03-22
Kavat Sentinel Mask,200000,500,2019-04-19
Kavat Sentinel Mask,200000,500,2019-08-16
Kavat Sentinel Mask,200000,500,2019-12-20
Kavat Sentinel Mask,200000,500,2020-03-13
Kavat Sentinel Mask,200000,500,2020-07-03
Kavat Sentinel Mask,200000,500,2020-10-23
Kavat Sentinel Mask,200000,500,2021-03-26
Kavat Sentinel Mask,200000,500,2021-07-30
Prisma Skana,175000,510,2015-05-29
Prisma Skana,175000,510,2015-10-16
Prisma Skana,175000,510,2016-04-22
Prisma Skana,175000,510,2016-08-26
Prisma Skana,175000,510,2016-12-02
Prisma Skana,175000,510,2017-05-19
Prisma Skana,175000,510,2017-10-06
Prisma Skana,175000,510,2018-02-09
Prisma Skana,175000,510,2018-06-15
Prisma Skana,175000,510,2018-11-02
Prisma Skana,175000,510,2019-02-22
